"","tweet_id","sentiment","author","content","gemini"
"1385",1964228324,"hate","sarahbeery","swoobs and swass.... why the hell is air not on TODAY when I am packing  blech","anger"
"1386",1964230886,"worry","AdamRou","@vicenzo2009 No star replies to me","worry"
"1387",1964232548,"love","xCarlyy","@Jonasbrothers my favorite song is 'Im standing here but you dont see me, i'd give it all for that to change' i dont know what its called","surprise"
"1388",1964240048,"hate","DbbyInDaLoop","@MissNikkiC I kno I kknow ... sigh... been on. but it sux","anger"
"1389",1964244100,"sadness","Loois9","Omg what is up with parents today !  I've been fighting with mine","anger"
"1390",1964246823,"fun","marauder_bex","So aparently my Out of Sight album sampler cd only has the video on it","boredom"
"1391",1964248129,"worry","grjtsingh","Club day at school &amp; I can't go b/c I hurt myself during school by trippin over some1's backpack.","sadness"
"1392",1964250109,"worry","jamiefishback","@cartermason bummer, bro, sorry to hear that","anger"
"1393",1964251928,"worry","mooreal5","@LaurenConrad when I tried to go to her's I got this message &quot;That page doesn't exist! &quot;","boredom"
"1394",1964287396,"sadness","BrenGeiger","I am sitting at work watching the clock.  It isn't moving fast enough.","boredom"
"1395",1964288918,"worry","maria160992","my eyes hurts..","sadness"
"1396",1964291086,"happiness","EllaJayeBee","@aaronstewart try 5 5-drawer horizontal cabinets full of non-digital fun. The SEC &amp; FINRA make my job so joyful. Can't hire temps either","anger"
"1397",1964293053,"worry","quornyum","@Jennifalconer I don't know if I can bear to watch Hollie tommorrow night,it's a bit hard to take seeing the state she gets herself into","sadness"
"1398",1964296304,"neutral","Mightyxtra","@QuindaS  your right.... How was your trip","neutral"
"1399",1964299372,"fun","alexnicoleperry","i am SOOO mad...yesterday and today...SUCKED!!!so much!","anger"
"1400",1964302112,"worry","EmmyinVegas","I am trying to upload my background from twitbacks. its not working","worry"
"1401",1964318965,"hate","alexnicoleperry","school and the guy i like was talking to the girl i cant stand at all!!  ppl are just sooo...ughhhh!!","anger"
"1402",1964320552,"sadness","janellemarie5","Sick at home and so bored  I want to get better already so I can enjoy being a college grad!","boredom"
"1403",1964324590,"happiness","lizzischerf","gotta go twitterers (?) my stupid sister wants to go on facebook  oging to montreal 2morrow so i wont be on for a while! bye!! XoXox &lt;33","fun"
"1404",1964326038,"relief","richardjluna","http://twitpic.com/67hw5 - Session almost over","relief"
"1405",1964327024,"sadness","rose_sama","woo hoo its friday!! ....wait.... i have to work at the cleaners tomorrow.","anger"
"1406",1964328066,"sadness","GinaV622","I need to relocate to the west coast.. This weather here is killin me!!!","anger"
"1407",1964331624,"worry","pb_bunni","Gees can this week get anymore horrible....now i cant go to spain","sadness"
"1408",1964333615,"neutral","HollywoodWill","@IfeBaby","neutral"
"1409",1964365551,"fun","HeIsWE","were playing at 7 @ club impact tomorrow! finally got shirts! woopity doo! i want a slurpeeee sooo bad right now","fun"
"1410",1964367335,"sadness","nikkijaneuk","just cried all the way through the final episode of ER... and the 'previously on ER' documentary about it!","sadness"
"1411",1964369741,"worry","texanoutofwater","@ProudKiwi missed you by 10 min, haha. went to sleep at 15 past, but had a major anxiety attack around 630 again. ugh.  boo","sadness"
"1412",1964371640,"worry","XPortugueseOreo","wishes zak wuld trust me enough to give me bac my necklace  i want it back, but he thinks i'll cut with it..... http://plurk.com/p/x2qkb","sadness"
"1413",1964372703,"worry","stephi269","I hate life at the mo, it sucks","hate"
"1414",1964374843,"neutral","candyojeda","@ladyinurdreamz dude!!! wtf!! I text you this morning so that you can take care of me! so uncool..... it's confirmed... you hate me","anger"
"1415",1964376656,"worry","JaxCC","@prd3000 Also, I am technologically challenged and have a cell phone that only makes phone calls.  Can't #tweetb4Ueat","neutral"
"1416",1964378506,"worry","iammattstarkey","Computer is packed away. There goes my life. Right into a cardboard box.","sadness"
"1417",1964379910,"neutral","imjustnettie","@PerezHilton perez....... The YouTube video isn't working","boredom"
"1418",1964381613,"relief","teacherbrian","Finally, I got my teaching load confusion cleared. I will teach 3 third year sections but with a catch.","neutral"
"1420",1964386880,"worry","Lizzzieeee","Dad asked me why I was sticking my tongue out while I was ironing, and I told him it was so I didn't burn my finger, as I burnt my finger","sadness"
"1421",1964389267,"sadness","livekuwaitiah","i am the only arabic girl who's online  every one is  a sleep ..","neutral"
"1422",1964391059,"worry","Buggin80s","@donnyosmond Were getting old Donny. I got one starting high school next yr and one going into the 7th. Where have the years gone?!","sadness"
"1423",1964392536,"neutral","TeamCyrus","@emzyjonas i know they r lol i hope she does she said she will","neutral"
"1424",1964395818,"neutral","Bytorsnowdog","@brigwyn someone came in when I was sleeping off my national passtime and turned me human","surprise"
"1425",1964398363,"sadness","hanscarter","@moonfrye Working extra hours...","worry"
"1426",1964448761,"neutral","jdnorton","not sure if I can use my Neko tix for Sunday night.  may be offering them to someone else, you'll all be the first to know if interested","neutral"
"1427",1964450798,"neutral","GucciLipgloss","@lipzs0juicy I was in the shower  sorrrrrryyy","surprise"
"1428",1964452461,"worry","ajlanghorn","Sad that Gmail chat has died, so I can't help @natalidelconte","sadness"
"1429",1964455435,"hate","mjelaine","Sunburn hurts!","anger"
"1430",1964457814,"worry","Littlebit323","@maraslj I miss you already   come visit me pleeeeease","happiness"
"1431",1964459080,"sadness","SonoranCellist","Today is a sad day for Tucson: http://tr.im/mQ39 I shall miss the sour cream apple pie, fondue, and separate seating for groups with dogs","sadness"
"1432",1964461887,"neutral","farhanahmad","Firefox again taking upwards of 600k of memory, time to restart ff","boredom"
"1433",1964491796,"worry","kaiser_wilhelm","@EidolonNight That's kinda sad. And they're poking me while they're at it. Huh.","sadness"
"1434",1964493215,"enthusiasm","JoshuaVilla","Back to Work","neutral"
"1435",1964495455,"sadness","angelfly72","Messed on these   But I'm makin' it right! @taraellis19, @dontennant, @elikamahony Best Holy Day wishes to you all!","enthusiasm"
"1436",1964497638,"sadness","Brig89","attempting to count the days till i return to canada...theres alot of them","worry"
"1437",1964499184,"sadness","Queen_Penelope","i am braid free  i miss thee ... BLOND HERE I COME!!","fun"
"1438",1964502573,"worry","tatty73","I hate how MS makes me feel. I can't control my legs 2nite &amp; am in too much pain - it's driving me crazy  Anyone else get those moments?!!","hate"
"1439",1964504025,"worry","dhtothe3","Why do i never get to see my paychecks? It's not fair, the second i get them they're gone!","anger"
"1440",1964531789,"sadness","jreddaway","my little sister told me i have a double chin  aww","sadness"
"1441",1964533889,"worry","Nayla18","My boyfriend just broke his wrist, now he might need surgery  im so nervous","worry"
"1442",1964535802,"sadness","marklewis1963","I hate when a program freezes during installation.","hate"
"1443",1964539715,"neutral","mariaeduardab","@ddlovato today &quot;sonny with a chance&quot; came to brazil, i loved it!! you're amazing &lt;33 please reply","enthusiasm"
"1444",1964542594,"sadness","msgirl24","i'm a little sad that school ended today i'm moving so i'm going to miss all my new friends from this year.    just got a hair cut","sadness"
"1445",1964544037,"neutral","JmeTheBabyMaker","@butterfly562 Not sure yet... they said we'll see","neutral"
"1446",1964546186,"worry","AnnieLovesDT","@Carolz_S I know McFly gonna be in Brazil  Say them hello!!!...I wanna be there","enthusiasm"
"1447",1964555470,"sadness","AnthonyFloyd","@hummingbird604 @brendonjwilson @gregeh But @LeftCoastMama is right: This is like the Cape Breton coal mines but ++. No lessons learned.","neutral"
"1448",1964557224,"neutral","AnhHoang","@QueenM81 Nope","neutral"
"1449",1964558435,"neutral","savagemic","@FreelanceSw Why so expensive","anger"
"1450",1964560359,"sadness","paulicv20","i'm kinda sad of being alone all the time i miss my brother  and my friends suck i mean no one has even called me in 2 weeks","sadness"
"1451",1964561962,"sadness","Hybrid911","@emo_zaboo its ok, it just hurts abit i thought i was doing a good job... if i was rude to people i could understand...  x","sadness"
"1452",1964563650,"sadness","whitelilysoap","@eddyizm Do you not like turtles?","neutral"
"1453",1964565742,"worry","micsaund","Didn't realize Animal Kingdom closes so early at 5:00 today. Now I'm stick in the exit traffic","worry"
"1454",1964567530,"worry","padacklesjjam","So jealous im not at asylum right now","anger"
"1455",1964575179,"worry","paramoreroxx","@Ponyless soz i neva saw this message till now...if u add then delete me i cant see any messages uve left on my page","neutral"
"1456",1964577180,"neutral","ALJ2880","yeah me too.","neutral"
"1457",1964578660,"neutral","TheEmmaHamilton","@thisisryanross Ryaaaaaaaaaaaaan  http://bit.ly/SnjEn","surprise"
"1458",1964580669,"neutral","softer_softest","I'm completely exhausted thanks to yesterday.  Can I go home yet?","boredom"
"1459",1964583491,"boredom","Soph4Soph","@thefunkyfairy hiya, hows your week been?? just tried to DM you but your not following!  x","neutral"
"1460",1964586884,"hate","njbartlett","@caniszczyk Agreed! Though Eclipse apps hinder collecting the heap dump by catching OOME. Had to muck about in JConsole","neutral"
"1461",1964592011,"neutral","MechaZain","Toy Story 3 trailer premiered with Up. I need my computer back.","neutral"
"1462",1964594405,"sadness","ChiBlackhawks","@julierubes I won't be at the game.  Found out too late.","neutral"
"1463",1964595436,"neutral","helenmarie7k","Wish I could go hear Mint Condition tommorow night","surprise"
"1464",1964596687,"sadness","Kgiirl","got to clean the bathroom today.","neutral"
"1465",1964598277,"sadness","Arhum","@honorsociety luvvv it- but one aquestion-why isn't there any full moon crazy tour date for toronto!?!?!?!!??!","surprise"
"1466",1964600695,"sadness","Annihilatian","Is there a way I can sleep for the next 8 or 9 days? That way when I wake up, she'll have returned &amp; I wouldn't have missed her SO MUCH!","sadness"
"1467",1964603818,"sadness","carrotlove","I am so sick and tired of this on and off rain","boredom"
"1468",1964617507,"worry","david_rocks","i dont know what to do on my lame fridaay  maybe go out with my besties!!","fun"
"1469",1964618907,"neutral","pinkemmz1995","ONE OF THE WORST DAYS OF MY LIFE.","anger"
"1470",1964623677,"worry","Raingin","@astropix Yeah I just accepted UBC's offer last night, but I dunno if I'll still make it in because I've been slacking off a lot lately.","worry"
"1471",1964624994,"sadness","shereemcfly09","@DubarryMcfly really has anyone got through to the finals yet? yeah was it i was stuck in class for most of it  loveyoufletch xxxx","neutral"
"1472",1964627519,"sadness","saxychicka","Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I'm already dead tired = very bad.","worry"
"1473",1964629167,"worry","Marii_annaax","have a biiig headache.","sadness"
"1474",1964630557,"sadness","IfUSeekSerena","ahh sore throat and tired. want to go back to bed. but have work","sadness"
"1475",1964641078,"worry","dannysmart","this darn cold just keeps getting worse  i bought some hayfever pills just to try out maybe i've had that all along","sadness"
"1476",1964642146,"hate","loserluigi","@thatdude356 someone hates me","sadness"
"1477",1964644294,"hate","sennydreadful","I have to go clothes shopping tomorrow  I hate it, but I have a serious &quot;clothes falling apart&quot; situation here.","hate"
"1478",1964645534,"enthusiasm","RedBerryCrochet","Looks like rain again  Oh well, it will give me a chance to work on a new crochet pattern I have in the works.","neutral"
"1479",1964647413,"love","sexieblacc","@princess4lyfe I hear you. I can't think of a layout either.  lol I've been trying for i dont know how long.","neutral"
"1480",1964649183,"neutral","meljq21","@kaydence02 we r the lost troopers. But I want to know","neutral"
"1481",1964651294,"love","GiniLovesJonas","@InLoveWithJonas Hey, I made us a house on the Sims! Oh and you have like a perfect balance and i'm always lacking stuff like fun etc!","love"
"1482",1964660672,"anger","ChasityBelt","And you could have it all, my empire of dirt! I'm in a&amp;e with dad I'm freezing fully shivering Every1 else is warm  no fones allowed ffs!","sadness"
"1483",1964663663,"neutral","mblaa","@grouptweet Great service, but I find the time lag from time of posting to appearance on Twitter to be a small downer","neutral"
"1484",1964665447,"sadness","katiecamie","I just spent 45 minutes at the book store. I only bought one book.","neutral"
"1486",1964670365,"worry","bridewithbroom","Problem with my must do list is: once I write it I usually forget where I've placed it...1st thing on my to do list--find my to do list","neutral"
"1487",1964672175,"worry","tmorton91877","@iamhuntersmith yep, probably will be... wish you had let me know you were interested... had extra corporate chalet tix and let them go","neutral"
"1489",1964680220,"neutral","grim_n_blue","iPod touch = brick.","anger"
"1490",1964682587,"worry","cassiebabycakes","@HalfDeadPrince i always wants those.. but i would look really dumb!","neutral"
"1491",1964685578,"sadness","georgia_xoxo","@SophieChadwick no i didnt! i couldnt get to liverpool today, of all days!  did you?","neutral"
"1492",1964687776,"worry","MKCOL","@RobbieBarnes weaned myself off it","neutral"
"1493",1964689689,"worry","lisaeaster","my day is starting at 2:38pm. woops  work in less than 3 hours...","neutral"
"1494",1964691674,"worry","LunaTriste","I need a haircut. I should not be able to pull my hair into a ponytail.","neutral"
"1495",1964698461,"worry","VikngEyez182","It appears I'm going home tomorrow...and it's not a good thing...","sadness"
"1496",1964700908,"worry","LadyDenDen","@JennaVonTweet Ohhh french tip! My fave, my nails aren't long enough yet tho  Ill ask the manicurist","fun"
"1497",1964703792,"neutral","Sims_Galore","awww  Lukes been evicted from the Quiz","sadness"
"1498",1964705712,"surprise","ninnoart","@RealJessicaAlba Is it true there won't be any Fantastic 4 sequels?  I wished they introduced a Franklin Richards character... will they?","neutral"
"1500",1964710454,"relief","QuelaRenee","@DAEONE haha wtf is that! You don't want me to leave","fun"
"1501",1964712550,"sadness","jaimeleigh77","bout to take a shower.... a cold shower","anger"
"1502",1964722705,"empty","sarahroseee","nothing much, just chattin, and textn. you noe me; gosh i wanted to go see UP and Drag me to hell, but no one will go with me.","neutral"
"1503",1964725291,"neutral","RellRellBEP","@RedxRojo naw idk what ur talkin about","neutral"
"1504",1964726998,"sadness","xxviccytoriaxx","Har vondt i ryggen My back hurts","sadness"
"1505",1964729249,"hate","blackfaerie27","I think I've got invisible glass shards in my hands cause my fingers keep having painful pokey feelings","sadness"
"1506",1964730582,"empty","yamsta","Too warm!!!","anger"
"1507",1964732164,"neutral","sharneebabes","is so bored","boredom"
"1508",1964733411,"sadness","DougieRAWR","with harry.. baked. love you cassie.. BUT YOU'RE NOT ONLINE!?","love"
"1509",1964737764,"relief","msawful","i say business ive only sold 2....and its not RL money  ...but its got me back into photoshop again","neutral"
"1510",1964739732,"worry","annemul","Dropped my lei off at the cemetary.","sadness"
"1511",1964741993,"sadness","inlovewithKU","@heritagesoftail Hahaha I miss Bradddd and all of the guys and KEITH.","fun"
"1512",1964744181,"worry","suzytee","google wave next, can't keep up with the 186 ways i can communicate with people now  what happened to good old fashioned letter writing?","boredom"
"1513",1964747460,"sadness","iamthatgirl4193","had a really weird night last night and misses her friends","sadness"
"1514",1964750023,"sadness","jonezy","OMFG my favourite jerk chicken place closed","anger"
"1515",1964751286,"fun","ryanamstad","@mileycyrus Miley!!! I Heard You Have Never Been To A Prom  I Would Have Invited You To Mine If I Knew, We Could Arrange Another One? x","fun"
"1516",1964761505,"love","e_rupt","@ShaunCallahan wowzers! thanks! bang bang misses you on the dance floor","fun"
"1517",1964765612,"empty","idreamofjeanny","@saryros haha.. yes, i'm jealous! i don't have money to do all that!","fun"
"1518",1964766379,"neutral","Moni_Austria","@nzbeks word......funeral....just had one 2day","sadness"
"1519",1964768109,"worry","harem143","@jennyboomboom83 I know how you feel Darian is in LA with Bam and I am missing him terribly. And I won't see him until Sunday.","sadness"
"1520",1964769476,"happiness","MyNameIsLaurrra","@midsomerlover :O How comes you've seen it before we have  I'm so excited, I hope he gets a love interest soon, don't tell me if he does!","enthusiasm"
"1521",1964771640,"sadness","Glotastick","Already misses the Dunhams.","sadness"
"1522",1964773708,"neutral","kennieotits","its raining in MD","neutral"
"1523",1964781441,"sadness","ChellBelle814","i feel like watching a disney movie...too bad we dont have a vcr anymore","neutral"
"1524",1964784881,"sadness","lovingyouiseasy","@llcooljew Poor dear. Your fellow busty mavens have been there.  What gym do you belong to? PEAC?","neutral"
"1525",1964787811,"empty","charlyrae","Maybe i won't go for a run .. i have no running shoes","neutral"
"1526",1964789327,"worry","hmdavid","@kterwin I keep trying to talk myself out of Australia by thinking of the jet lag  So far it isn't working... I still want to go!","enthusiasm"
"1527",1964793311,"worry","LoserLisa","Why does Urban Outfitters taunt me with amazing clothing that's way too expensive.","anger"
"1528",1964801117,"love","hoots51","I wish I had someone to enjoy a drink with outside on this beautiful evening. @lilracedevil we need to live closer to each other!","surprise"
"1529",1964802153,"neutral","nettybootay","wished I watched jon &amp; kate plus 8 on monday","neutral"
"1530",1964805004,"neutral","_thefabulousone","I have turned into a fast food whore","anger"
"1531",1964807404,"worry","dannydymo","sore head..hope my girls ok","sadness"
"1532",1964809418,"surprise","Hauzmuzik","@portugepunk fun who did you go with??? Another park no invite!  LOL","fun"
"1533",1964811289,"neutral","Cpt_Oblivious","My spellingis awful on twiiter","neutral"
"1534",1964820920,"worry","SongoftheOss","@ThisStarChild *uhum* try that again - unlike the pretty women on here I just don't look 21 any more","sadness"
"1535",1964824302,"sadness","saucyshanice","Everythings Sooo Messed Up!!!!!!! Life Sucks!!!!!!!!!!","anger"
"1536",1964827288,"worry","ABlondAndATorch","Uh oh, I am sunburned","sadness"
"1537",1964829699,"love","nanettegomez","@chicksnchickens and @momtv the Creative VADO's are out of stock at walmart.com (missed it)  but thanks for tweeting about it","neutral"
"1538",1964831580,"neutral","AshLuvsOhSnap","@GracieAlbernaz I know told you, and it tells you last tweets and all.  Just can't get it to play music.  Have it set, but it won't play","worry"
"1539",1964833168,"sadness","CallMe_Goddess","@Zo_E Aw. well im sorry you don't like July for those reasons","neutral"
"1540",1964835397,"sadness","TattedHairGuy","Sad news, after a week in the hospital, My uncle past away today. R.I.P. Uncle Tony","sadness"
"1541",1964839237,"neutral","MissLeRoux","Back to work I go....","boredom"
"1542",1964841255,"worry","willminey","My dad and Joe Nugent drank nearly all the Ice Tea  i only have a bit left. quite miffed tbh","anger"
"1543",1964842721,"surprise","ms_bbwliz","Getting closer to logging in. My left hand is so swollen, I can't wear my wedding ring. I keep forgetting and worrying that I lost it.","worry"
"1544",1964844626,"hate","openskymedia","Just got a follow from @lindsey5054. Yep, it's spam. Damn twitter traffic machine.","anger"
"1545",1964847931,"surprise","blakecrist","such a nice day and i'm gonna be stuck inside all night","sadness"
"1546",1964850639,"happiness","emilyewallace","@Tech_Animated thanks so much for everything you do!  i'm so sorry you're hurting","relief"
"1547",1964854224,"love","witchyg","@goodwin0904  hey, but you have gal pals here in Phoenix!!!","neutral"
"1548",1964863653,"neutral","GMayeshiro","No more chairs   http://twitpic.com/67mnz","neutral"
"1549",1964865128,"neutral","NoteRobot","(@SharonSmiles) Would appear not  note to self...change perfume!  What to do now..Hmm do I get the tarot cards out or not??","neutral"
"1550",1964867828,"worry","Chippewa29","@binhog737 Sorry about the weather, hopefully you're not in the 2-3 hour wx delays here in BWI","neutral"
"1551",1964871027,"worry","funmacksta","no longer works at swiss chalet","neutral"
"1552",1964872714,"sadness","msjaiinc","hello..aint been tweetin all day cuz i had 2 switch things over 2 da new place. (exhausted and sick)","sadness"
"1553",1964873827,"surprise","louise_hendy","@Jason_Manford oh, i'm so sorry, i didn't know  hope you're well x","neutral"
"1554",1964875279,"neutral","jrider110","Tryin to figure out how to direct message and is gettin frustrated","anger"
"1555",1964883102,"love","jordanwv","Greenville for the weekend for my best friends birthday and leaving way later than i wanted...","worry"
"1556",1964885337,"worry","junko67","whats wrong with you, my sweet laptop!!!!!!","anger"
"1557",1964887227,"worry","jennytsang","im getting really spotty and my spots ALWAYS scar... and NO its not because i pick them, even if i dont,they scar- FACT  my skin sucks","sadness"
"1558",1964889698,"happiness","MR_P1NK","played a bit pool with my buddies....going to bed now, have to work tomorrow","neutral"
"1559",1964891375,"worry","Daone2nv619","Oh man now it's raining...seatbelt now buckled...thanks bates for wishing I have a blow out and flip and burn up","anger"
"1560",1964893295,"neutral","love_fool","@livingoflove i wish i was still in my jams","boredom"
"1561",1964894602,"fun","SSPSoundz","@themaguire maybe one day I can be on your favorite producers list  lol","surprise"
"1562",1964895811,"sadness","JenniferxVIP","OMG. Today felt like the last day of school! it's horrible!","anger"
"1563",1964946438,"neutral","jessmariee8","Going to work soon","worry"
"1564",1964948305,"worry","xantus","@Direct2Dell  my mini 10 order is delayed again.  Can I call to add the TV tuner for $20 more??","worry"
"1565",1964950800,"neutral","CARE18","New tattoo design = check.  Placement = no idea.","neutral"
"1566",1964952736,"sadness","pilotdrift","On the set of Chuck Bass' New York Palace Hotel. Too bad they weren't filming today.   http://twitpic.com/67nht","neutral"
"1567",1964956257,"sadness","xbeautifulmessx","@AnnaInTheHouse Dude I feel really bad but it doesn't work. I don't have a serial for it so it can't be used","sadness"
"1568",1964957174,"enthusiasm","VikkSyn","I want another shake from Ritas.Badly.","enthusiasm"
"1569",1964966006,"neutral","MissyK3","@fresa80 I'd so be in Vegas but it's on our anniversary....  Cant get enough JK!!!","surprise"
"1570",1964967900,"neutral","delucalauren","but i thought 'summer hours' meant i was supposed to get to go home at 4.....","boredom"
"1571",1964969902,"worry","rayfaye08","i never though i'd be in this situation. i don't like it. at all.","anger"
"1572",1964971370,"happiness","Olyamariee","alright, so day was going well, but got home, and all my potato salad was gone","sadness"
"1573",1964974515,"happiness","Saintscrab","time for bed.....got some learning to do tomorrow with an early start  night night good people xxx","neutral"
"1574",1964977066,"worry","djSandgirl","has to go to sleep but is not sleepy at all!!","surprise"
"1575",1964979006,"worry","Kelliwnts2write","OK, when will this post RNY girl learn; rich sugary food is a BAD idea! No more golden graham bars out of the vending machine. Bleck!","anger"
"1576",1964981297,"love","jojoUK55","@toddmeg14 one day my hugs will come    *fingers still crossed*","surprise"
"1577",1964983495,"worry","twilightlover75","super bored on a friday night","boredom"
"1578",1964986063,"worry","rachaelleex3","Trying to find a foreign place in a foreign town  i have being lost","worry"
"1579",1964988114,"sadness","yaninabelen21","yesterday i missed the live chat  internet was the problem ï¿½ï¿½","worry"
"1580",1964991272,"hate","_AislinnTighee","@emboosh aw that sucks","sadness"
"1581",1964992348,"worry","MoCityPrincess","The balmain knockoffs in bebe make me sad.....I want the real deal...these shoes look cheapy cheapy.","sadness"
"1582",1965009270,"fun","zully_529","@kingivn Have fun amorsote even tho u forgot my bday","fun"
"1583",1965010124,"neutral","Clarissa5692","off to work... off at 10:30....lammmeeee","boredom"
"1584",1965011929,"neutral","backformore","OMG... I just learned that the little girl who played Ducky in the very first Land Before Time movie was murdered at the age of 10. WTF?","anger"
"1585",1965012646,"sadness","LBoogie5","Finally got my money. Too bad it goes to bills","neutral"
"1586",1965014525,"neutral","voidstuff","Aww When Love Is Gone is playing on shuffle","sadness"
"1587",1965016870,"love","NPBN","@Kstricklen If I could, I'd send California sunshine your way.","happiness"
"1588",1965018312,"worry","skylarjordan","@OfficialBB  Will we be able to see clips/episodes on the C4 website from America?  Or will I languish reading the news stories again?","neutral"
"1589",1965069095,"worry","Swimmyone","@myrewyn oh no! Poor thing keep us posted.","sadness"
"1590",1965070014,"empty","samnewmo","Sitting in on a Friday Night Bored","boredom"
"1591",1965072357,"worry","DalekGirl93","This world makes me sad","sadness"
"1592",1965075622,"neutral","nessie_111","300 updates  actually 13,527  lol","surprise"
"1593",1965077764,"worry","GryffindorGal87","@Sarawkweird I think that's pretty awesome. I could quote LOTR:ROTK for one summer, but now I can't anymore.","neutral"
"1594",1965079626,"fun","britneebabe","I need to sleep for a whole day to recover from this birthday!! I'm getting so old!!","sadness"
"1595",1965080900,"worry","tinydeww","@phunybuny @iamtheplague Wow.  I hope he gets better... cancer can GTFO.","relief"
"1596",1965086422,"relief","Andreafancinell","Ratings Army Wives  teary; Criminal Minds Yikes! Criminal Intent takes all sorts. real life news  horrifying ok me for bed nite all","sadness"
"1597",1965087479,"hate","xobarbaraannxo","Just when I thought albany couldn't any worse my ao's leave me","anger"
"1598",1965090524,"hate","chanceler34","I hate waiting in lines","hate"
"1599",1965092563,"worry","WooopJess","Not  looking forward to next   wednesday at all","sadness"
"1600",1965095036,"love","petite_jacqui","@zanelowe I love wearing my hood too, even though in Portsmouth I usually get terrified looks from pensioners when i do","love"
"1601",1965097888,"sadness","tindle","@TheMikeKelly Sorry Mike, was assuming it was music that was missing..I don't know then.. a mystery..","neutral"
"1602",1965209769,"relief","PMSLindy","Browsing through the web. And expecting to see the PMS forum back up, but no luck","neutral"
"1603",1965212473,"sadness","drewcashmore","OFF TOPIC: missed both motorcades. The secret service tricked us all.  #bush #clinton","worry"
"1604",1965214241,"sadness","Lucky_you33","@the_sandman_ @grave_wounds @hursty02 @samvoaden I miss you guys SO much  xx","happiness"
"1605",1965216804,"worry","MrsChrisBrown_1","av ad a realy gd day wiv Ciara Connolly at  park gate west kirby and new brighton.. fukin funny bt sunburnt.. luks like drivers arm","fun"
"1606",1965219081,"happiness","rock_n_roll_","going to watch some tv now - crazy night out - up at 7am for work tomorrow  I'll live somehow! At least it means I finish early!","relief"
"1607",1965220469,"surprise","TheSpencer","@lilyroseallen is it true you have a part in Neighbours?? I have been brought up watching that show..I wanna be on it","surprise"
"1608",1965247915,"sadness","OhShizzle","@lulion07 i'm praying for you. Sorry to hear about your bro, man","relief"
"1609",1965249828,"sadness","missmagiclion","i wish i was in Jonathon Ross' audience right now","enthusiasm"
"1610",1965251625,"fun","Tiff_Tiff_Marie","I'm SO thinking about skippin out to NY in the morning. . . but all of my plans were for tonight  well . . . most of them anyway.","surprise"
"1611",1965253335,"sadness","CindyorShy","And Jenny is so gorgeous --' PFFFF i love her style, i want her outfits","love"
"1612",1965254817,"worry","Nyiana","@DreamingMyth why not?","neutral"
"1613",1965256467,"surprise","pawcake2","Were at citibank I thought we were gonna go to grannys house but were no","sadness"
"1614",1965258357,"worry","kittensklaws","@ragavin  is there anything Brian or I can do?","neutral"
"1615",1965260168,"worry","staciehibino","@vanriper so how's the new gphone?! I guess I should have signed up to go to google io after all","neutral"
"1616",1965265589,"surprise","sickophantikmnd","@TheMrsH I saw an all red Audi on the highway. I sped uo to it hoping it was you. My loss","sadness"
"1617",1965267641,"happiness","kojecat","@donnyosmond Very excited as we have just booked tickets to Vegas (we live in the UK) can't believe the  price of the show tickets","enthusiasm"
"1618",1965269218,"worry","davefleet","@AdamSchwabe http://twitpic.com/67owu - Nice - I had tickets for tonight's game, but I'm staying home sick","sadness"
"1619",1965272306,"surprise","absbia777","@BefiBeez i just posted it like 5 mintues after you got off","neutral"
"1620",1965274611,"sadness","beckybena","@deviantlysweet so neat hearing U on kiddshow today wish I was there","enthusiasm"
"1621",1965277637,"sadness","mattbeetar","Omg guys my internet has been down the whole day  It's still not working  I'll try fix 2m","worry"
"1622",1965285154,"hate","jomama","I really hate it when someone calls themself your friend BUT you only hear from them when they want something from you  #friendfail","hate"
"1623",1965287586,"empty","_jadal","Now I want ice cream but it's so expensive.","neutral"
"1624",1965289478,"sadness","dueter09","is watching &quot;Sicko&quot; and is utterly digusted with this country...","anger"
"1625",1965291727,"hate","bearylove","@MirandaBuzz ahhhhh....... i hate math!!!!!!! right now we r doing something so hard that we just learned today......  lol","hate"
"1626",1965292830,"neutral","awesomeann7","@sergio_mg03 idkkkk I haven't planned anything.. Work LOL","neutral"
"1627",1965295175,"worry","MrszCarter","@bowwow614 hey Bow when yu comin baxx 2 thaa 614 we miss yu hun  ...614 all day!!","neutral"
"1628",1965296030,"worry","sariesar88","Feeling like crap sucks.","sadness"
"1629",1965297144,"worry","AshleyMixson","@ashleymshep yeah girl you betta be on twitter! i miss you. jealous of jen's limo ride","fun"
"1630",1965305719,"neutral","MartinG05","@summersunrays Bryan hasn't replied about wingnuts","neutral"
"1631",1965306886,"worry","AgooAustralia","@LMStellaPR Must have been the night for it. We had a nightmare evening too. You still sick too? Never gonna get well w/out sleep!","sadness"
"1632",1965310097,"neutral","latinsmiley","Born and raised in NYC and living in Texas for the past 10 years!  I still miss NY","sadness"
"1633",1965312719,"hate","MiDesfileNegro","Musically, these headphones are awesome. For staying in my ear... not so good.","neutral"
"1634",1965314453,"sadness","Soph4Soph","@honeyfaery @that_kat I've begged my mum to lt me get them out the attic.. but she wont let me  Waaa... and yes, was spoilt! hehe!","sadness"
"1635",1965315615,"neutral","snobb","@heatwave06 cool, never heard of that in ny   http://myloc.me/21uF","neutral"
